10000e	10000:a
qui ne risque rien n’a rien	friskt vågat är hälften vunnet
qui se ressemble s’assemble	lika barn leka bäst
qui sème le vent récolte la tempête	du måste skörda det du har sått
quiche lorraine	quiche lorraine
quiconque	vem som helst
quille	köl
quinoa	quinoa
quinoléine	kinolin
quintette	kvintett
quinteux	ovänlig
quinze	femton
quittance	kvitto
quitter	lämna
quiz	frågesport
quoi de neuf	vad nytt
quokka	quokka
quotidien	alldaglig
quotient	kvot
quotient intellectuel	intelligenskvot
québracho	quebracho
quémander	tigga
qu’est-ce que c’est	vad är det?
rabais	eftergift
rabaisser	nedvärdera
rabat-joie	glädjedödare
rabbin	rabbin
rabi’-oul-aououal	rabi’ al-awwal
rabi’-out-tani	rabi’ al-akhir
rabot	hyvel
raboter	hyvla
rabrouer	snäsa
raccourci	genväg
raccourcir	avkorta
rachis	spole
racine	rot
racine carrée	kvadratrot
racine cubique	kubikrot
racisme	rasism
raciste	rasistisk
raciste	rasist
raclure	avskrap
raconter	berätta
rade	redd
radeau	flotte
radian	radian
radiateur	element
radiation	strålning
radical	radikal
radicalisation	radikalisering
radicaliser	radikalisera
radin	snåljåp
radio	radio
radioactif	radioaktiv
radioactivité	radioaktivitet
radioastronomie	radioastronomi
radiogramme	radiogram
radiographie	radiografi
radiophare	radiofyr
radioscoper	genomlysa
radioscopie	genomlysning
radiotélescope	radioteleskop
radis	rädisa
radis noir	svart rättika
radium	radium
radjab	rajab
radon	radon
raffinage	raffinering
raffinerie	raffinaderi
rafiot	skuta
ragdoll	ragdoll
rage	rabies
ragga	ragga
ragondin	sumpbäver
ragtime	ragtime
raid	räd
raide	stel
raide	hårt
raide mort	stendöd
raie	strimla
raie des fesses	stjärtskåra
raie léopard	leopardrocka
raifort	pepparrot
rail	skena
railler	leta
raillerie	raljeri
rainette méridionale	västlig lövgroda
rainure	spont
raisin	druva
raisin de Corinthe	korinter
raisin sec	russin
raison	rätt
raison de plus	desto mera skäl
raison d’État	statsskäl
raison d’être	existensberättigande
raisonnable	förnuftig
ralenti	slowmotion
ralentir	sakta in
ralentissement	avtagande
rallonge	klaff
ramasser	samla
rame	åra
ramer	ro
ramier	ringduva
ramoneur	sotare
rampe	balustrad
ramper	krypa
ramure	horn
rancir	härskna
rancune	agg
rancunier	hätsk
rancœur	groll
randonner	vandra
rangée	rad
rançon	lösepenning
rançonnement	brandskattning
rançonner	brandskatta
rap	rapp
rapace	rovfågel
rapide	rask
rapide	fors
rapidité	fart
rapiécer	flicka
rapper	rappa
rappeur	rappare
rapporter	inbringa
rapporteur	skvallerbytta
rapprocher	närma
rapt	kvinnorov
raquette	racket
raquette à neige	snösko
rare	sällsynt
rarement	sällan
raréfaction	förtunnande
raréfiant	förtunnande
raréfier	förtunna
rasage	rakning
raser	raka
rasoir	rakapparat
rassasiant	mättande
rassasier	mätta
rassembler	samla
rassis	passé
rassurant	betryggande
rassurer	lugna
rat	råtta
rat brun	brunråtta
ratatouille	ratatouille
rate	mjälte
ratel	honungsgrävling
rater	missa
ratification	ratifikation
ratifier	ratificera
rationaliser	rationalisera
rationalisme	rationalism
rationaliste	rationalist
rationalité	rationalitet
rationnel	rationell
ratissage	krattande
raton laveur	sjubb
rauque	hes
ravager	ruinera
ravir	roffa
ravissant	behagfull
ravisseur	rånare
raviver	återuppliva
rayon	eker
rayonnement	strålning
rayonnement β	betastrålning
rayonner	stråla
rayure	streck
raï	raï
rebec	rebec
rebelle	olydig
rebondir	studsa
recette	förfäringssätt
recevoir	få
rechargeable	laddbar
rechercher	söka om igen
recommandable	rekommendabel
recommandation	rekommendation
recommander	rekommendera
reconnaissable	igenkännlig
reconnaissance	igenkännande
reconnaissance de dette	enkelt skuldebrev
reconnaissant	tacksam
reconnaitre	erkänna
reconnaître	rekognescera
reconquérir	återerövra
reconquête	återerövring
reconsidérer	ompröva
reconstitution	återställande
reconstruire	återuppbygga
record	rekord
recours	appell
recouvrer	hela
recouvrir	hölja
recru	dödstrött
recruter	rekrytera
recta	punktligt
rectangle	rektangel
rectificatif	beriktigande
rectifier	avliva
rectum	ändtarm
recueillir	samla
reculer	backa
rediffusion	repris
redistribuer	omfördela
redistribution	omfördelning
redoubler	dubblera
redoutable	farlig
redouter	vara rädd
redresser	korrigera
redémarrage	omstart
refaire	förse med ny beläggning
refrain	refräng
refroidir	svalna
refuge	refug
refuser	kugga
regard	blick
regarder	titta
regrettable	beklaglig
regretter	sörja
rein	njure
reine	drottning
reine mère	drottningmoder
reinette	renett
rejeter	vägra
relancer	stöta upp
relation	förhållande
relativiste	relativistisk
relecteur	korrekturläsare
relief	relief
relier	binda
religieux	religiös
religion	religion
reliquat	saldo
relou	jobbig
reluquer	glo
relèvement	återupprättande
remarquable	anmärkningsvärd
rembourser	återgälda
remerciement	tack
remercier	tacka
remettre	uppskjuta
remise	rabatt
remorquage	bogsering
remorqueur	bogserbåt
remplacement	ersättande
remplacer	ersätta
remplaçant	ersättare
rempli	full
remplissage	fyllning
remporter	förtjäna
remuer ciel et terre	arbeta med händer och fötter
remède	läkemedel
remédier	reparera
renard	räv
renardeau	rävunge
rencontre	duell
rencontrer	möta
rendement	avkastning
rendre	kräkas
rendre le dernier soupir	dra sin sista suck
rendre l’âme	ge upp andan
rendre visite	besöka
renfermer	begränsa
renforcer	förstärka
renne	renskinn
renniculture	renskötseln
renouvèlement	förnyelse
renouée du Japon	parkslide
renseignement	upplysning
rentrée	återkomst
renvoyer	förjaga
renâcler	frusta
renégociation	omförhandling
repas	måltid
repasser	stryka
reporter	befordra
repos	vila
repose en paix	vila i frid
repousser	förjaga
reprendre	förebrå
reprendre haleine	pusta ut
reprise	upprepning
reprocher	förebrå
représaille	repressalie
représentant	agent
représentatif	typisk
représenter	beskriva
reptile	reptil
requiem	rekviem
requin	haj
requin maquereau	makohaj
requin-baleine	valhaj
requin-crocodile	krokodilhaj
requin-marteau	hammarhaj
requin-taupe commun	håbrand
requête	bemödande
respect	respekt
respecter	respektera
respectueusement	respektfull
respectueux	aktningsfull
respiration	andning
respiratoire	andnings-
respirer	andas
resplendissant	strålande
responsabilité	ansvar
responsable	ansvarig
ressembler	likna
ressentir	känna
ressort	fjäder
ressource	resurs
ressource naturelle	naturresurs
ressusciter	återuppliva
restaurant	restaurang
restaurer	renovera
rester	förbli
retable	retabel
retarder	försena
retomber	hänga
retour	hemväg
retourner	vända
retourner sa veste	vända kappan efter vinden
retraite	pension
retrouver	känna igen
revanche	hämnd
revenant	gengångare
revenante	gengångare
revendiquer	återfodra
revisiter	återbesöka
revoir	återse
revêtir	tacka ja till
rez-de-chaussée	bottenvåning
rhinocéros	noshörning
rhinocéros laineux	ullhårig noshörning
rhizome	jorstdam
rhodium	rodium
rhododendron	alpros
rhodonite	rodonit
rhombe	rhomb
rhombencéphale	rombencefalon
rhubarbe	rabarber
rhum	rom
rhume	förkylning
rhynchée	kurppo
rhyolite	liparit
rhythm and blues	rhythm and blues
rhénium	rhenium
rhétorique	retorik
rhô	rho
ribosome	ribosom
ricaner	fnissa
richard	knös
riche	dyrbar
richesse	rikedom
richissime	stormrik
rickshaw	cykelriksha
ride	veck
rideau	förhänge
ridicule	löjlig
ridicule	förlöjligande
ridiculiser	förlöjliga
riding pony	Brittisk ridponny
rien	ingenting
rien	nästa ingenting
riff	riff
rigide	styv
rigolo	rolig
rigoureux	hård
rime	rim
rimer	rimma
ripisylve	sumpskog
ripopée	sammelsurium
rira bien qui rira le dernier	skrattar bäst som skrattar sist
rire	skratt
rire	skratta
rire de bon cœur	få sig ett skratt
rire à gorge déployée	gapskratta
ris	rev
risible	löjlig
risque	risk
risquer	äventyra
rissole	risoll
rittmestre	ryttmästare
rivage	strand
rival	rival
rive	bank
rivet	nitnagel
rivière	flod
rixe	slagsmål
riz	ris
riz gluant	kladdris
riziculteur	risodlare
robe	klänning
robe de chambre	morgonrock
robe de mariée	brudklänning
robin à flancs roux	blåstjärt
robinet	kran
robinier faux-acacia	robinia
robinsonnade	robinsonad
robot	robot
robotiser	robotisera
roc	klippa
rocailleux	knagglig
rocambole	skogslök
rocher	klippa
rocher	beströ
rocheux	klippig
rococo	rokoko
roentgenium	röntgenium
rogne-pied	hovkniv
roi	kung
roi des rois	konungarnas konung
roitelet huppé	kungsfågel
roitelet à triple bandeau	brandkronad kungsfågel
rollier d’Europe	blåkråka
romain	romersk
romaine	romansallat
roman	roman
romani	romani
romarin	rosmarin
rond	rund
rond-point	rondell
ronde	rund
ronfler	snarka
rongeur	gnagare
ronronner	spinna
roque	rockad
rorqual commun	sillval
rosaire	radband
rose	rosa
rose	ros
rose	rosa
rose de Chine	hibiskus
rose trémière	stockros
roselin cramoisi	rosenfink
roselin githagine	ökentrumpetare
rosette	rosett
rosier toujours vert	medelhavsros
rossignol	näktergal
rossignol philomèle	sydnäktergal
rossignol progné	näktergal
rosée	dagg
rotengle	sarv
rotule	knäskål
roucouler	kuttra
roue	hjul
roue cinétique	svänghjul
roue de fromage	hel ost
roue dentée	kugghjul
roue libre	frihjul
rouge	röd
rouge de Falun	Falu rödfärg
rouge de Suède	Svensk röd och vit boskap
rouge sang	blodröd
rouge à lèvres	läppstift
rouge-gorge	rödhake
rougeole	mässling
rougequeue noir	svart rödstjärt
rougequeue à front blanc	rödstjärt
rougeâtre	rödaktig
rougir	rodna
rouille	rost
rouiller	rosta
roulade	rulad
rouleau	rulla
rouleau compresseur	vält
rouleau de printemps	vårrulle
rouleau à pâtisserie	kavel
roulement à billes	kullager
rouler	köra
roulette	stödhjul
roulé-boulé	rulltårta
roumain	rumänsk
roumain	rumänska
rousserolle des buissons	busksångare
rousserolle effarvatte	rörsångare
rousserolle turdoïde	trastsångare
rousserolle verderolle	kärrsångare
route	väg
routine	rutin
routinier	slentrianmässig
routinier	vanemänniska
rouvre	bergek
roux	rödhårig
royal	kunglig
royaume	kungarike
ruban	band
ruban de Möbius	Möbiusband
rubanier	igenknopps
rubidium	rubidium
rubis	rubin
rubrique	rubrik
rubéole	röda hund
ruche	bikupa
rudimentaire	rudimentär
rue	gata
rue fétide	vinruta
rue piétonne	gågata
ruelle	gränd
rugby	rugby
rugir	ryta
ruine	ruin
ruisseau	bäck
rumeur	rykte
ruminer	idissla
rune	runa
runique	run-
runologie	runologi
rurbanisation	återurbanisering
russe	rysk
russe	ryska
russifier	russifiera
russité	ryskhet
russophilie	russofili
russophobie	russofobi
rusé	slug
rusé comme un renard	slug som en räv
rutabaga	kålrot
rutherfordium	rutherfordium
ruthénium	rutenium
rutile	rutil
rythme	rytm
rythmique	rytmisk
rythmé	rytmisk
râle des genêts	kornknarr
râle des prés	afrikansk kornknarr
râle d’eau	vattenrall
râler	tala med hes röst
râpe	rivjärn
râteau	kratta
râteau de jardinier	kratta
râteler	kratta
règle	linjal
règle d’or	gyllene regeln
règlement	förordning
réacteur nucléaire	kärnreaktor
réactif	reagens
réaction	reaktion
réaction en chaîne	kedjereaktion
réagir	reagera
réalgar	realgar
réalisable	utförbar
réalisateur	filmregissör
réaliser	realisera
réalisme	realism
réalisme social	socialrealism
réaliste	realistisk
réalité	verklighet
réassurance	återförsäkring
rébus	rebus
récent	nyligen
réception	accept
réceptionniste	receptionist
réchauffement climatique	klimatuppvärmning
récif	rev
récipient	glasklocka
réciprocité	reciprocitet
réciproque	ömsesidig
réciproquement	varandra
récit	berättelse
réclame	reklam
réclamer	behöva
récolte	gröda
récolter	skörda
récompense	belöning
récompenser	belöna
réconciliation	försoning
récréation	rast
rédacteur	redaktör
rédacteur en chef	chefredaktör
rédaction	uppsats
rédactrice	redaktris
réduire	minska
réel	reell
réellement	verkligen
réexportation	reexport
réflexe stapédien	stapediusreflex
réflexion	eftertanke
réfléchi	eftertänksam
réfléchir	betänka
réfléchissant	speglande
réformer	befria
réformisme	reformism
réfractaire	värnpliktsvägrare
réfraction	refraktion
réfractomètre	refraktometer
réfrigérateur	kylskåp
réfugié	flykting
référence	referens
référendum	folkomröstning
régence	regentskap
régent	regent
régicide	kungamördare
régicide	kungamord
régime crétois	medelhavsdiet
régiment	regemente
région	region
région ultrapériphérique	yttersta randområde
régional	regional
régionalisme	lokalpatriotism
régir	förvalta
régisseur	administratör
réglementation	reglementering
régler	inreda
réglisse	lakrits
régner	härska
régression	regression
régularité	punktlighet
régulier	ackurat
réincarnation	reinkarnation
réincarner	reinkarnera
réindustrialisation	återindustrialisering
réinterpréter	omtolka
réitérer	reiterera
réminiscence	reminiscens
rémiz penduline	pungmes
rémora	sugfisk
rémora commun	sugfisk
rémora fuselé	hajsugfisk
rémouleur	skärslipare
rémunération	belöning
rénal	njur-
rénover	renovera
réparer	rätta
répartir	utdela
répercussion	återverkan
réplique	efterskalv
répondeur	telefonsvarare
répondre	svara
réponse	besked
répression	undertryckande
réprimande	maning
réprimander	tillrättavisa
réprimer	undertrycka
république	republik
république bananière	bananrepublik
république populaire	folkrepublik
répugnance	motvilja
répugnant	äcklig
réputation	rykte
répéter	upprepa
répétition générale	generalrepetition
réseau	nät
réserve	förvaringsställe
réserve naturelle	naturreservat
résidu	bottensats
résine	kåda
résistance	motstånd
résistance des matériaux	hållfasthetslära
résistant	motståndsman
résistif	resistiv
résistivité	resistivitet
résoluble	lösbar
résolution	beslutsamhet
résonner	klinga
résoudre	lösa
résultat	resultat
résumer	sammanfatta
résumé	abstrakt
réséda blanc	vitreseda
réséda des teinturiers	färgreseda
rétablissement	armhävning
rétine	näthinna
rétro-ingénierie	reverse engineering
rétroactif	retroaktiv
rétroactivité	retroaktivitet
rétrodiffusion	återspridning
rétronyme	retronym
rétrécir	förkrympa
réunion	möte
réunir	förena
réussir	lyckas
réutilisation	återanvändning
réutiliser	återanvända
réveil	väckning
réveille-matin	väckarur
réveiller	väcka
réverbère	gatlykta
réversible	reversibel
révocabilité	återkallelighet
révocable	avsättlig
révocation	återkallande
révocatoire	upphävande
révolte	uppror
révolter	revoltera
révolution	revolution
révolutionnaire	revolutionär
révolutionnaire	omstörtningsman
révolutionner	revolutionera
révolver	revolver
révoquer	avsätta
révoyeur	mudderbåt
rêvasser	dagdrömma
rêve	dröm
rêver	drömma
rêverie	dagdröm
rôdeur	landstrykare
rôtir	halstra
sable	sand
sableux	sandig
sablier	timglas
sabot	träsko
sabotage	sabotage
saboter	sabotera
sabotier	träskomakare
sabre	sabel
sabre laser	ljussabel
sac	säck
sac de couchage	sovsäck
sac à bière	ölmage
sac à dos	ryggsäck
sac à main	handväska
sac à provisions	shoppingväska
saccager	plundra
saccharide	sackarid
sacoche	börs
sacqueboute	barocktrombon
sacrement	sakrament
sacrifier	offra
sacrilège	hädelse
sacristie	sakristia
sacré	helig
sadique	sadistisk
sadique	sadist
sadisme	sadism
sadomasochisme	sadomasochism
safar	safar
safari	safari
safran	saffran
sagaie	assegaj
sage	klok
sage-femme	barnmorska
sagesse	visdom
sahiwal	sahiwalboskap
saignement	blödning
saignement de nez	näsblod
saigner	blöda
saillant	gräll
saillie	utfall
sain	sund
saindoux	ister
saint	helig
saint	helgon
saint patron	skyddspatron
saint-bernard	Sankt Bernhardshund
saisir	fånga
saisissant	gripande
saison	årstid
saison des amours	parningstid
saisonnier	säsong-
saisonnier	säsongarbetare
salade	sallad
salade César	caesarsallad
salade de fruits	fruktsallad
saladelle commune	marrisp
saladier	saladjär
salaire	lön
salamandre	salamander
salamandre noire	alpsalamander
salamandre terrestre	eldsalamander
salami	salami
salbutamol	salbutamol
sale	smutsig
saler	salta
saleur	saltare
saleuse	salterska
salicaire	fackelblomster
salicaire commune	fackelblomster
salicine	salicin
salicole	saltproducerande
saliculture	saltindustri
salivaire	spott-
salivant	salivalstrande
salivation	salivering
salive	saliv
saliver	dregla
salle	gemak
salle blanche	renrum
salle de bains	badrum
salle de cinéma	biograf
salle de classe	klassrum
salle de danse	danssal
salle de lecture	läsesal
salle d’attente	väntrum
salle d’audience	rättssal
salle propre	renrum
salon de beauté	skönhetssalong
salon de coiffure	frisersalong
salto arrière	bakåtvolt
saluer	hälsa
salut	hej
salé	salt
samarium	samarium
samba	samba
