-aktig	-âtre
träskomakare	sabotier
träskonäbb	bec-en-sabot du Nil
träsprit	esprit de bois
trätrappa	escalier en bois
tråd	fil
trådbuss	trolleybus
trådglas	verre armé
trådrulle	bobine
tråg	creux barométrique
tråkig	ennuyeux
tråna	languir
trånad	langueur
tröghet	inertie
tröja	pull
tröskel	seuil
tröskverk	batteuse
tröst	consolation
trösta	consoler
tröstpris	prix de consolation
trött	fatigué
trötthet	fatigue
tsar	tsar
tsonga	Tsonga
tsunami	tsunami
tswana	tswana
tub	tube
tuba	tuba
tuberkel	tubercule
tuberkulos	tuberculose
tuberkulös	tuberculeux
tugga	bouchée
tugga	mâcher
tuggad	mâché
tuggtobak	tabac à chiquer
tuggummi	chewing-gum
tui	Méliphage tui
tukan	toucan
tulium	thulium
tulkört	dompte-venin
tull	droits de douane
tulpan	tulipe
tulpanträd	tulipier
tum	pouce
tumbuka	toumbouka
tumme	pouce
tumult	tumulte
tumör	tumeur
tundrasnäppa	bécasseau d’Alaska
tung	lourd
tunga	langue
tungomål	langue
tungt	lourdement
tungvikt	poids-lourd
tungvrickare	virelangue
tunisier	Tunisien
tunisisk	tunisien
tunn	mince
tunna	tonneau
tunnbindare	tonnelier
tunnel	petit pont
tunnelbana	métro
tunnelbanestation	station de métro
tunnelbanetåg	rame de métro
tunntarm	intestin grêle
tunnvalv	voûte en berceau
tupp	coq
tuppkam	crête iroquoise
tupplur	somme
tupprall	râle à crête
tur	tour
tura	faire un tour
turban	turban
turbin	turbine
turism	tourisme
turist	touriste
turistisk	touristique
turk	Turc
turkduva	tourterelle turque
turkisk	turc
turkiska	Turque
turkmeniska	turkmène
turkmenistanier	Turkmène
turkmensk	turkmène
turkos	turquoise
turkos	turquoise
turnering	tournoi
turné	tournée
tusan	zut
tusenfoting	mille-pattes
tusenkonstnär	homme à tout faire
tusensköna	pâquerette
tusentals	milliers
tutta	foutre le feu
tutte	lolo
tutu	tutu
tuvaluan	Tuvaluan
tuvaluanska	tuvuluan
tuvinska	touvain
tuvsnäppa	bécasseau à poitrine cendrée
tv-kanal	chaîne de télévision
tv-program	programme tv
tv-spel	jeu vidéo
tv-tittare	téléspectateur
tvedräkt	discorde
tvehövdad	bicéphale
tveka	hésiter
tvekan	hésitation
tveklös	indubitable
tveksam	douteux
tvetydig	ambigu
tvetydighet	ambiguïté
tvilling	Gémeau
tvinga	forcer
tvinna	tordre
tvivel	doute
tvivla	douter
tvivlare	douteur
tvungen	forcé
tvärflöjt	flûte traversière
tvärs	à travers
tvärspråklig	interlingual
tvärtom	au contraire
tvärvetenskaplig	interdisciplinaire
tvätta	laver
tvättbar	lavable
tvättbjörn	raton laveur
tvättlina	corde à linge
tvättmaskin	lave-linge
tvättstuga	lavomatique
tvättsvamp	éponge
tvättäkta	lavable
tvåa	deux-pièces
tvådimensionell	bidimensionnel
tvåfärgad	bicolore
tvål	savon
tvångssterilisering	stérilisation contrainte
tvårumslägenhet	deux-pièces
tvåsidig	bilatéral
tvåsiffrig	à deux chiffres
tvåspråkig	bilingue
twerka	twerker
twink	minet
twittra	twitter
twittrare	twitteur
tycka	trouver
tycka om	aimer
tycka synd om	plaindre
tyda	expliquer
tydligen	apparemment
tyfon	typhon
tyfus	typhus
tyg	tissu
tygel	rêne
tygelmes	mésange arlequin
tyll	tulle
tymin	thymine
tympanon	tympan
tyngd	poids
tyngdacceleration	gravité
tyngdkraft	gravité
tyngdpunkt	centre de gravité
typ	type
typisk	typique
typograf	typographe
typografi	typographie
typsnitt	fonte
tyrann	tyran
tyranni	tyrannie
tyrannisera	tyranniser
tyrannosaurus	tyrannosaure
tyristor	thyristor
tysk	allemand
tysk	Allemand
tyska	Allemande
tyskgeting	guêpe européenne
tysklärare	professeur d'allemand
tyst	silencieux
tyst	silencieusement
tyst	silence
tystna	se taire
tystnad	silence
tyvärr	malheureusement
täck	joli
täcka	couvrir
täcke	plafond
täcknamn	nom de code
täljare	numérateur
täljhäst	banc d'âne
täljsten	stéatite
tält	tente
tälta	camper
tämja	apprivoiser
tämligen	assez
tända	allumer
tändare	briquet
tändsticka	allumette
tändsticksask	boîte d'allumettes
tändstift	bougie d’allumage
tändvätska	liquide inflammable
tänka	penser
tänka sig för	bien réfléchir
tänkare	penseur
tänkbar	imaginable
tärna	sterne
tärning	dé
tärningen är kastad	le sort en est jeté
tät	dense
tätort	zone urbaine
tävla	concourir
tävling	concours
tå	orteil
tåg	jonc
tågbiljett	billet de train
tåla	tolérer
tålamod	patience
tålig	durable
tålmodig	patient
tåpaj	pointard
tår	larme
tårben	os lacrymal
tåredal	vallée de misère
tårframkallande	lacrymogène
tårgas	gaz lacrymogène
tårkörtel	glande lacrymale
tårta	gâteau
tårtpapper	napperon
tårtspade	pelle à tarte
tåsko	chausson de pointe
töcken	brouillard
tömma	vider
tömning	vidage
töras	oser
törnekrona	couronne d’épines
törnskata	pie-grièche écorcheur
törnsångare	fauvette grisette
törst	soif
törstig	assoiffé
ubikvitet	ubiquité
ubåt	sous-marin
udde	cap
udmurt	Oudmourte
udmurtisk	oudmourte
udmurtiska	oudmourte
ufo	ovni
ufolog	ufologue
ufologi	ufologie
ufologisk	ufologique
ugandier	Ougandais
ugandisk	ougandais
ugaritiska	ougaritique
uggla	chouette
ugn	four
uiguriska	ouïghour
ukrainare	Ukrainien
ukrainsk	ukrainien
ukrainska	Ukrainienne
ukroni	uchronie
ukulele	ukulélé
ull	laine
ullhårig mammut	mammouth laineux
ullhårig noshörning	rhinocéros laineux
ultimatum	ultimatum
ultraljud	ultrason
ultraviolett	ultraviolet
ultraviolett strålning	lumière ultraviolette
ulv i fårakläder	loup déguisé en agneau
umbära	se passer de
umbärande	privation
umbärlig	superflu
umesamiska	same d'Ume
umgås	se voir
undanflykt	tergiversation
undantag	exception
undantagstillstånd	loi martiale
under	merveille
under	sous
under bältet	en dessous de la ceinture
under tiden	entretemps
under-	sous-
underart	sous-espèce
underbar	merveilleux
underbarn	enfant prodige
underbetald	sous-payé
underblåsa	attiser
underförstå	insinuer
undergivenhet	obéissance
undergrupp	sous-groupe
underhaltig	médiocre
underhåll	maintenance
underhålla	amuser
underhållning	divertissement
underjordisk	souterrain
underklass	sous-classe
underkläder	sous-vêtement
underkäke	mandibule
underlag	fondation
underlig	étrange
underlighet	étrangeté
underlägsen	inférieur
underlätta	faciliter
underlåta	omettre
underminera	miner
undermålig	mauvais
underordning	sous-ordre
underprestera	sous-performer
underrättelse	information
underrättelsetjänst	service de renseignement
underskatta	sous-estimer
underskott	déficit
underskrift	signature
undersåte	sujet
undersöka	examiner
undersökning	étude
undertext	sous-titre
undertitel	sous-titre
undervattensvulkan	volcan sous-marin
undervisare	éducateur
undervisning	enseignement
undfägna	régaler
undgå	échapper
undkomma	échapper
undra	demander
undsätta	secourir
undulat	perruche ondulée
undvika	éviter
ung	jeune
ungdom	adolescence
ungefär	approximativement
ungersk	hongrois
ungerska	Hongroise
ungkarl	célibataire
ungrare	Hongrois
unicitet	unicité
unifiera	unifier
uniform	uniforme
uniform	uniforme
unik	unique
unilateral	unilatéral
union	union
unitarisk	unitarien
unitarism	unitarisme
universalism	universalisme
universalmedel	panacée
universitet	université
universitetsbibliotek	bibliothèque universitaire
universitetsstad	ville universitaire
universum	ensemble
ununoktium	ununoctium
uppbyggelse	édification
uppbygglig	edifiant
uppbåd	armée
uppbörd	perception
uppdaterande	mis à jour
uppdaterande	mise à jour
uppdatering	mise à jour
uppdrag	tâche
uppehåll	interruption
uppehållstillstånd	permis de séjour
uppenbar	évident
uppenbara	révéler
uppenbarligen	apparemment
uppfart	allée
uppfatta	comprendre, saisir
uppfinna	inventer
uppfinnare	inventeur
uppfinning	invention
uppfostra	élever
uppfostran	éducation
uppföra	se comporter
uppförsbacke	montée
uppgift	tâche
uppgradera	mettre à niveau
uppgång	ascension
uppgörelse	accord
upphandling	marché public
upphetsning	excitation
upphöja	promouvoir
upphöra	cesser
uppkomma	se produire
uppladdningsbar	rechargeable
uppleva	connaître
upplevelse	expérience
upplysa	informer
upplåta	mettre à disposition
upplösning	résolution
uppmana	exhorter
uppmuntera	encourager
uppmuntra	encourager
uppmärksam	attentif
uppmärksamhet	attention
uppmärksamma	faire attention à
uppmäta	mesurer
uppmätning	mesurage
uppnå	atteindre
upprepa	répéter
upprepning	répétition
uppriktig	sincère
upprätta	réhabiliter
upprätthålla	maintenir
upprörd	agité
uppsats	rédaction
uppskatta	estimer
uppslagsord	mot vedette
uppsluppen	exubérant
uppstå	monter
uppståndelse	agitation
uppsättning	jeu
uppta	recueillir
upptagen	occupé
uppträda	jouer
upptäcka	découvrir
upptäckare	découvreur
upptäckt	découvert
upptäckt	découverte
upptäcktsresande	explorateur
uppvigla	soulever
uppvisa	montrer
uppvärma	réchauffer
uppvärmning	réchauffement
ur	montre
uracil	uracile
uraktlåta	négliger
uraktlåtenhet	négligence
uran	uranium
uraninit	pechblende
urban	urbain
urbanisera	urbaniser
urbaniserad	urbanisé
urbanisering	urbanisation
urberg	socle
urdu	ourdou
urea	urée
urgera	insister
urgermanska	proto-germanique
urholka	creuser
urin	urine
urindoeuropeiska	indo-européen commun
urinera	uriner
urinrör	urètre
urinsekt	entognathe
urinvånare	autochtone
urladdning	décharge
urmakare	horloger
urnordiska	proto-norrois
urolog	urologue
urologi	urologie
urringning	décolleté
ursinne	fureur
ursinnig	furieux
urskilja	distinguer
urskog	forêt primaire
ursprung	origine
ursprunglig	originel
urspårning	déraillement
ursäkta	excuser
uruguayan	Uruguayen
uruguayansk	uruguayen
urval	sélection
usling	malheureux
usurpator	usurpateur
usurpera	usurper
utan	mais
utan	sans
utanför	dehors
utanför	hors de
utantill	par cœur
utarbeta	élaborer
utbilda	former
utbildning	éducation
utbreda	propager
utbredning	déploiement
utbrott	éruption
utbytbar	échangeable
utdelning	dividende
utdika	drainer
utdöende	extinction
ute	dehors
utelämna	omettre
uterum	véranda
utesluta	exclure
uteslutande	exclusivement
utfart	sorti
utflykt	excursion
utfodra	nourrir
utforma	former
utforska	explorer
utforskare	explorateur
utfrågning	interrogation
utföra	exporter
utförlig	détaillé
utge	publier
utgift	dépense
utgivare	éditeur
utgivning	parution
utgång	sortie
utgångspunkt	point de départ
utgåva	édition
utgöra	constituer
uthus	dépendance
uthyra	louer
uthärda	supporter
uthållighet	persévérance
utilitarism	utilitarisme
utjämna	égaliser
utkant	frange
utkastare	gargouille
utklassa	surclasser
utklädnad	déguisement
utkomma	paraître
utkräva	réclamer
utland	étranger
utlandssvensk	suédois de l'étranger
utlokalisera	décentraliser
utlotta	tirer au sort
utlottning	tirage au sort
utlysa	annoncer
utländsk	étranger
utländsk direktinvestering	investissement direct à l'étranger
utlänning	étranger
utmana	défier
utmanande	stimulant
utmaning	défi
utmärka	caractériser
utmärkt	excellent
utnyttja	exploiter
utnämna	nommer
utom	sauf
utomhus	dehors
utomjording	extraterrestre
utomjordisk	extraterrestre
utomlands	étranger
utomordentlig	extraordinaire
utomäktenskaplig	extraconjugal
utopi	utopie
utopisk	utopique
utplåna	annihiler
utpressare	maître-chanteur
utpressning	extorsion
utral	commun
utredning	enquête
utrerad	outré
utrikesdepartement	ministère des Affaires étrangères
utrikesminister	ministre des affaires étrangères
utrikespolitik	politique extérieure
utropa	proclamer
utropstecken	point d'exclamation
utrota	déraciner
utrum	commun
utrusta	équiper
utrustning	équipement
utrymma	évacuer
utrymme	pièce de la maison
utrymning	évacuation
uträtta sina behov	faire ses besoins
utsatthet	exposition
utse	désigner
utsikt	perspectives
utsmycka	embellir
utspädd	dilué
utsträcka	allonger
utsträckning	extension
utställning	exposition
utstå	endurer
utsvävande	crapuleux
utsvävning	débauche
utsätta	exposer
utsökt	délicieux
uttagsautomat	distributeur de billets
uttal	prononciation
uttala	prononcer
utter	loutre
uttryck	expression
uttrycka	exprimer
uttåg	exode
utvandring	émigration
utveckla	développer
utveckling	développement
utvecklingsland	tiers-monde
utvinna	extraire
utvisa	expulser
utvändig	extérieur
utvärdera	évaluer
utåtriktad	extraverti
utöva	pratiquer
utövare	exécutant
uzbek	Ouzbek
uzbekisk	ouzbek
va	quoi
vaccin	vaccin
vaccination	vaccination
vaccinera	vacciner
vaccinskeptiker	antivacciniste
vacker	beau
vackla	hésiter
vad	mollet
vad	quoi
vada	patauger
vadben	péroné
vadmal	vadmal
vadställe	gué
vag	vague
vagabond	vagabond
vagabondage	vagabondage
vagabondera	vagabonder
vagel	orgelet
vagga	berceau
vagga	bercer
vaggvisa	berceuse
vagina	vagin
vaginal	vaginal
vaginalsex	coït vaginal
vajer	câble
vaka	veille
vaka	veiller
vakans	vacance
vakant	vacant
vaken	éveillé
vakna på fel sida	se lever du pied gauche
vaksam	vigilant
vakt	garde
vaktel	caille
vaktmästare	concierge
vakuum	vide
val	choix
valack	hongre
valencianska	valencien
valfusk	fraude électorale
valhaj	requin-baleine
valid	valide
validera	valider
valkampanj	campagne électorale
valla	fart
valla	farter
vallgrav	fossé
vallmo	pavot
vallokal	bureau de vote
vallon	Wallon
vallonsk	wallon
vallonska	Wallonne
valnöt	noyer
valp	chiot
valpa	chienner
valross	morse
vals	valse
valsa	valser
valskvarn	minoterie
valthorn	cor d'harmonie
valurna	urne
valuta	devises
valutareserv	réserve de devises
valutaunion	union monétaire
valv	voûte
valvaka	soirée électorale
valår	année électorale
vamp	séductrice
vampyr	vampire
vampyrinna	vampiresse
vampyrisk	vampirique
van	habitué
vana	habitude
vanadin	vanadium
vandalisera	vandaliser
vandalism	vandalisme
vandel	type de vie
vandra	randonner
vandrarhem	auberge de jeunesse
vandringsled	sentier de randonnée
vanföreställning	fantasme
vanhedra	déshonorer
vanhelga	profaner
vanilj	vanille
vanlig	ordinaire
vanligen	habituellement
vanligtvis	habituellement
vanmakt	impuissance
vansinne	folie
vansinnigt	insensément
vansklig	hasardeux
vanställa	défigurer
vant	hauban
vantskruv	ridoir
vanvettig	fou
vanvettigt	insensément
vanvård	maltraitement
vanära	déshonneur
vanära	déshonorer
vapen	arme
vapenbroder	frère d'armes
vapenstillestånd	armistice
vapenvila	trêve
vapenövning	exercice militaire
var	où
var	pus
vara	existence
vara	être
vara lika goda kålsupare	les deux font la paire
vara ute och cykla	prendre des vessies pour des lanternes
varaktighet	durée
varandra	l'un l'autre
varav	dont
vardag	jour ouvrable
vardagsrum	salon
vardagsspråk	langage courant
varefter	aprés quoi
varelse	être
varenda	chaque
varför	pourquoi
varg	loup
varginna	louve
vargunge	louveteau
variabel	variable
varians	variance
variant	variante
variolation	variolisation
varje	chaque
varken	ni
varm	chaud
varmhjärtad	chaleureux
varmrätt	plat chaud
varna	avertir
varning	avertissement
vars	dont
varsågod	de rien
vart	où
varukorg	panier
varulv	loup-garou
varv	chantier naval
vas	vase
vasall	vassal
vasektomi	vasectomie
vaskrensare	ventouse
vass	tranchant
vassla	petit-lait
vatten	eau
vattenballong	bombe à eau
vattendrag	cours d'eau
vattenfall	cascade
vattenkraft	énergie hydraulique
vattenkraftverk	centrale hydroélectrique
vattenkrig	bataille d'eau
vattenlevande	aquatique
vattenlinje	ligne de flottaison
vattenmelon	pastèque
vattenmärke	berle
vattenpass	niveau à bulle
vattenpipa	narguilé
vattenpistol	pistolet à eau
vattenplaning	aquaplaning
vattenpolo	waterpolo
vattenpöl	bourbier
vattenrör	canalisation d'eau
vattenstämpel	filigrane
vattentorn	château d’eau
vattenånga	vapeur d’eau
vattna	abreuver
vattuman	Verseau
vax	cire
vaxa	cirer
vd	PDG
veck	pli
vecka	semaine
vecka	plier
veckelbjörn	kinkajou
veckodag	jour de la semaine
veckolig	hebdomadaire
veckoslut	week-end
veckotidning	hebdomadaire
ved	bois
vederbörande	compétent
vedergällning	revanche
vederlägga	réfuter, contredire
vedermöda	tribulation
vederstygglig	abominable
vedervärdig	répugnant
vegan	végétalien
vegansk	végan
vegetabilisk	végétal
vegetabilisk olja	huile végétale
vegetarian	végétarien
vegetarianism	végétarisme
vegetarisk	végétarien
vegetation	végétation
vejpa	vapoter
vejpare	vapoteur
vek	faible
vektor	vecteur
vektorfält	champ de vecteurs
vektorprodukt	produit vectoriel
vektorrum	espace vectoriel
vela	hésiter
velig	indécis
velociped	vélocipède
velodrom	vélodrome
velour	velours
vem	qui
vemod	mélancolie
vemodig	mélancolique
ven	veine
venereolog	vénéréologue
venereologi	vénéréologie
venetiansk	vénitien
venetianska	vénitien
venezuelan	Vénézuélien
venezuelansk	vénézuélien
venezuelanska	Vénézuélienne
venol	veinule
ventil	soupape
ventilation	ventilation
ventilera	ventiler
venusberg	mont de Vénus
venusflugfälla	dionée
venuspassage	transit de Vénus
vepsiska	vepse
veranda	véranda
verb	verbe
verbal	verbal
verifiera	vérifier
verifierbar	vérifiable
verifikation	vérification
veritabel	véritable
verk	usine
verka	sembler
verkjärn	boutoir
verklig	réel
verkligen	vraiment
verklighet	réalité
verksam	actif
verksamhet	activité
verkställa	exécuter
verkställande direktör	directeur général
verktyg	outil
verktygslåda	boîte à outils
