άρχης	arca
σκορ	punteggio
σκορβούτο	scorbuto
σκορπιός	scorpione
σκοτάδι	oscurità
σκοταδισμός	oscurantismo
σκοτεινή ενέργεια	energia oscura
σκοτεινή ύλη	materia oscura
σκοτεινός	oscuro
σκοτώνω	amazzare
σκουλήκι	verme
σκουλαρίκι	orecchino
σκουμπρί	sgombro
σκουπίδι	spazzatura
σκουπίζω	scopare
σκουπιδοτενεκές	bidone
σκουπόξυλο	manico di scopa
σκουριά	ruggine
σκουριάζω	arrugginire
σκουριασμένος	arrugginito
σκουρόχρωμος	fosco
σκούπα	scopa
σκούφος	berretto
σκρίνιο	scrivania
σκραπ	ferraglia
σκριπτ	script
σκυθικός	scitico
σκυλάκι	bocca di leone
σκυρμιόνιο	skyrmione
σκυρόδεμα	beton
σκυτάλη	bastone della staffetta
σκωληκοειδίτιδα	appendicite
σκόνη	polvere
σκόπελος	scoglio
σκόπευτρο	mirino
σκόρδο	aglio
σκύβαλο	lolla
σκύβω	chinarsi
σκύλα	cagna
σκύλος	cane
σλαβικός	slavo
σλιπ	slip
σλοβενικά	sloveno
σλόγκαν	slogan
σμάρτφον	smartphone
σμέουρο	lampone
σμέρνα	murena
σμήνος	sciame
σμαράγδι	smeraldo
σμπάρος	sparo
σμύρνα	mirra
σοβαρός	serio
σοβαρότητα	gravità
σοβατεπί	listello di base
σοβατζής	intonacatore
σοβιέτ	soviet
σοβιετικός	sovietico
σοβινισμός	sciovinismo
σοβχόζ	sovchoz
σοδειά	raccolto
σοδομία	sodomia
σοδομίτης	sodomita
σοκ	accovonatura
σοκινιανός	sociniano
σοκολάτα	cioccolata
σοκολατένιος	cioccolato
σολίστας	solista
σολιψισμός	solipsismo
σολοικισμός	solecismo
σολομωνική	cabala
σολομός	salmone
σολομώντειος	salomonico
σολφέζ	solfeggio
σονέτο	sonetto
σοσιαλδημοκρατία	socialdemocrazia
σοσιαλδημοκρατικός	demosociale
σοσιαλισμός	socialismo
σοσιαλιστικός	socialista
σουάζι	swati
σουαβικός	svevo
σουβλάκι	souvlaki
σουγιάς	temperino
σουηδικά	svedese
σουηδικός	svedese
σουλατσάρω	andare a zonzo
σουλτάνος	sultano
σουλτανάτο	sultanato
σουλτανίνα	uvetta
σουπίνο	supino
σουπερμάρκετ	supermercato
σουπιά	seppia
σουπιέρα	zuppiera
σουρβιά	sorbo
σουρωτήρι	colino
σουρώνω	colare
σουσάμι	sesamo
σουσαμιά	sesamo
σουτιέν	reggipetto
σουφλέ	soufflé
σοφάς	sofà
σοφία	sapienza
σοφίτα	soffitta,attico
σοφιστής	sofista
σοφός	saggio
σούβλα	spiedo
σούμο	sumo
σούπα	zuppa
σούρουπο	crepuscolo
σούσι	sushi
σπάνια	raramente
σπάνιος	raro
σπάρος	sparaglione
σπάταλος	spendereccio
σπάτουλα	paletta
σπάω	rompersi
σπέρμα	sperma
σπέρνω	seminare
σπίθα	scintilla
σπίνος	fringuello
σπίρτο	fiammifero
σπίτι	casa
σπαγγέτι	spaghetti
σπαγκάτο	spaccata
σπαθί	fiori
σπαλέτα	spallina
σπανάκι	spinacio
σπαράγγι	asparago
σπαραξικάρδιος	straziante
σπασίκλας	secchione
σπασαρχίδας	rompicazzo
σπασμένος	rotto
σπασμωδικός	spasmodico
σπασουάρ	sospensorio
σπερματοζωάριο	spermatozoo
σπηλαιολογία	speleologia
σπηλαιολογικός	speleologico
σπηλιά	spelonga
σπιλώνω	denigrare
σπινθήρας	scintilla
σπιριτουαλισμός	spiritualismo
σπιρούνι	sperone
σπιρόμετρο	spirometro
σπισισμός	specismo
σπιτόγατος	pantofolaio
σπιτόφιδο	colubro leopardino
σπονδή	libagione
σπονδυλική στήλη	colonna vertebrale
σπονδυλικός	vertebrale
σπονδυλωτός	vertebrato
σπουδάζω	studiare
σπουδαίος	importante
σπουργίτι	passero
σπρώχνω	spingere
σπυρί	pustola
σπόνδυλος	vertebra
σπόριο	spora
σπόρος	seme
στάβλος	stalla
στάδιο	stadio
στάζω	gocciolare
στάθμη	livello
στάθμη θάλασσας	livello del mare
στάση	fermata
στάχτη	cenere
στάχυ	spiga
στέκι	ritrovo
στέκομαι	stare in piedi
στέλνω	inviare
στέμμα	corona
στέπα	steppa
στέρηση	stento
στέρνα	cisterna
στέρνο	sterno
στέψη	coronazione
στήθος	petto
στήλη	colonna
στήμονας	stame
στίβος	pista
στίγμα	marchio
στίξη	interpunzione
στίχος	verso
στα τέσσερα	a quattro piedi
σταγονόμετρο	contagocce
σταγόνα	goccia
σταθερά	costante
σταθεροποίηση	stabilizzazione
σταθεροποιητής	stabilizzatore
σταθερότητα	stabilità
στακάτο	staccato
σταλία	stallia
σταλαγμίτης	stalagmite
σταλακτίτης	stalattite
στασιμοπληθωρισμός	stagflazione
στατήρας	statere
στατιστική	statistica
σταυραδερφός	fratello di sangue
σταυροδρόμι	incrocio
σταυροθόλιο	volta a crociera
σταυροφορία	crociata
σταυροφόρος	crociato
σταυρόλεξο	cruciverba
σταυρός	croce
σταυρώνω	crocefiggere
σταφίδα	uva passa
σταφυλή	ugola
σταφυλικός	uvulare
σταφύλι	uva
σταύρωση	crocefissione
στείρος	infertile
στεατοπυγία	steatopigia
στεγανός	a tenuta stagna
στεγνοκαθαριστήριο	tintoria
στεγνώνω	asciugare
στειρώνω	sterilizzare
στενογραφία	stenografia
στεντόρειος	stentoreo
στενός	stretto
στερέωμα	firmamento
στερεοϊσομέρεια	stereoisomeria
στερεό	solido
στερεός	solido
στερεότυπο	stereotipo
στεροειδές	steroide
στεφάνι	corona
στεφανιογραφία	coronarografia
στεφανοφόρος	colubro liscio
στηθοσκόπιο	stetoscopio
στηρίζω	sostenere
στιβάλι	stivale
στιβαδόρος	stivatore
στιγμή	istante
στιγματίζω	stigmatizzare
στιγμιαίος	istantaneo
στιγμιαίος καφές	caffè solubile
στιγμιότυπο	istantanea
στιλ	stile
στιλβαδάμας	brillante
στιλό	penna
στιμάρω	stimare
στιχάριο	camice
στλεγγίδα	strigile
στοά	portico
στοίβα	bica
στοίχημα	scommessa
στοίχιση	giustificazione
στοιχείο	elemento
στοιχειοθέτης	compositore
στοιχειοθεσία	composizione
στοιχειοθετώ	composizione
στοιχειομετρία	stechiometria
στοιχειωδώς	essenzialmente
στοιχειωμένος	stregata
στοιχειώδης	elementare
στοιχειώνω	infestare
στολή	divisa
στομάχι	stomaco
στομίδα	freno
στομαχόπονος	mal di pancia
στοπ	pulsante di arresto
στοργή	attenzione
στοργικός	amorevole
στουπί	capecchio
στοχαστής	pensatore
στοχαστικά	stocasticamente
στοχαστικός	stocastico
στούντιο	studio
στράτα	girello
στρέμμα	strema
στρίβω	girare
στρίφωμα	orlo
στραβισμός	strabismo
στραβολαίμης	torcicollo
στραγγίζω	scolare
στραγγαλίζω	strangolare
στρατάρχης	feldmaresciallo
στρατήγημα	schema
στρατηγία	strategia
στρατηγική	strategia
στρατηγικός	strategico
στρατηγός	generale
στρατιωτάκι	soldatino
στρατιωτίνα	soldata
στρατιωτικοποίηση	militarizzazione
στρατιωτικοποιώ	militarizzare
στρατιώτης	soldato
στρατοδικείο	tribunale militare
στρατολόγηση	arruolamento
στρατσιατέλα	stracciatella
στρατός	esercito
στρατόσφαιρα	stratosfera
στρατώνας	caserma
στρείδι	ostrica
στρεπτόκοκκος	streptococco
στριπτίζ	spogliarello
στριφογυρίζω	contorcersi
στρογγυλός	rotondo
στρουθοκάμηλος	struzzo
στρουκτουραλισμός	strutturalismo
στροφή	svolta
στρούντελ	strudel
στρωματοσωρείτης	stratocumulo
στρόντιο	stronzio
στρόφαλος	manovella
στρώμα	materasso
στυλίτης	stilita
στυπτηρία	allume
στυφός	acerbo
στόκος	stucco
στόλος	flotta
στόμα	bocca
στόμιο	bocca
στόφα	stoffa
στόχαστρο	collimatore
στόχος	meta
στύση	erezione
συγγένεια	parentela
συγγενής	affine
συγγενικός	associato
συγγνώμη	mi scusi
συγγράφω	creare
συγγραφέας	scrittore
συγκάτοικος	coinquilino
συγκέντρωση	concentrazione
συγκατατίθεμαι	acconsentire
συγκατοίκηση	coabitazione
συγκεκριμένος	specifico
συγκεντρωσιμότητα	concentrabilità
συγκινημένος	eccitato
συγκινητικός	commovente
συγκινώ	emozionare
συγκλίνω	convergere
συγκολλώ	saldare
συγκομιδή	messe
συγκρίνω	confrontare
συγκρατούμενος	compagno di cella
συγκρητισμός	sincretismo
συγκριτικός	comparativo
συγχέω	confondere
συγχαίρω	felicitarsi, congratularsi con qc.
συγχαρητήρια	complimenti
συγχορδία	accordo
συγχρονίζω	sincronizzare
συγχωνεύομαι	mergere
συγχωνεύω	fondersi
συγχωροχάρτι	lettera d'indulgenza
συγχωρώ	perdonare
συγχώνευση	fusione
συζήτηση	discussione
συζητήσιμος	discutibile
συζητητής	disputatore
συζητώ	dibattere
συζυγία	coniugazione
συζυγικός	coniugale
συκιά	fico
συκοφαντία	calunnia
συκοφαντώ	calunniare
συκώτι	fegato
συλλέκτης	collezionista
συλλέκτρια	collezionista
συλλαβή	sillaba
συλλαβίζω	compitare
συλλαβικός	sillabico
συλλαβοποιώ	sillabare
συλλαμβάνω	concepire
συλλογή	collezione
συλλογικός	collettivo
συλλογικότητα	collettività
συλλυπητήρια	condoglianze
συμβατικός	convenzionale
συμβατός	compatibile
συμβιβασμός	compromesso
συμβιωτής	simbionte
συμβολαιογράφος	notaio
συμβολαιογραφικός	notarile
συμβολική γλώσσα	linguaggio assembly
συμβολικός	simbolico
συμβολισμός	simbolismo
συμβολοσειρά	sequenza di caratteri
συμβουλή	consiglio
συμβουλεύω	consigliare
συμβούλιο	consiglio
συμβόλαιο	contratto
συμμαχία	alleanza
συμμερίζομαι	condividere
συμμετέχω	partecipare
συμμετοχή	partecipazione
συμμετρία	simmetria
συμμετρικός	simmetrico
συμπάθεια	compassione
συμπέθερος	consuocero
συμπέρασμα	conclusione
συμπίεση	compressione
συμπαθής	simpatico
συμπαθητική μελάνη	inchiostro simpatico
συμπαθητικός	simpatico
συμπαραστέκομαι	assistere
συμπατριώτης	compatriota
συμπεθέρα	consuocera
συμπεραίνω	concludere
συμπεριλαμβάνω	comprendere
συμπεριφορά	comportamento
συμπεριφορισμός	comportamentismo
συμπηγνύω	coagulare
συμπλέκτης	frizione
συμπληρώνω	riempire
συμπολίτης	concive
συμπολεμιστής	commilitone
συμπράττω	collaborare
συμπυκνώνω	condensare
συμπόνια	compassione
συμπόσιο	simposio
συμπύκνωση	condensazione
συμφέρον	tornaconto
συμφιλίωση	riconciliazione
συμφυρμός	parola macedonia
συμφωνία	accordo
συμφωνικός	sinfonico
συμφωνώ	concordare
συμψηφισμός	corrispettivo
συν	più
συνάδελφος	collega
συνάθροιση	assembramento
συνάνθρωπος	simile
συνάντηση	incontro
συνάρτηση	funzione
συνάφεια	correlazione
συνάχι	raffreddore
συνέδριο	congresso
συνέλευση	assemblea
συνέντευξη	intervista
συνέντευξη τύπου	conferenza stampa
συνέπεια	conseguenza
συνέταιρος	socio
συνήγορος	avvocata
συνήγορος του διαβόλου	avvocato del diavolo
συνήθεια	abitudine
συνήθης	abituale
συνήθως	di solito
συνίζηση	sinizesi
συνίσταμαι	consistere
συναίνεση	consenso
συναίσθημα	emozione
συναγερμός	allarme
συναγωγή	sinagoga
συναινετικός	consensuale
συναισθηματικός	sentimentale
συναισθηματισμός	sentimentalismo
συναισθησία	sinestesia
συναλλαγματική	cambiale
συναντιέμαι	incontrarsi
συναντώ	incontrare
συναρμολόγηση	assemblaggio
συναρπαστικός	accattivante
συναρτησιακός	funzionale
συναρτώ	associare
συνασπισμός	coalizione
συνασφάλιση	coassicurazione
συναυλία	concerto
συνδέσμωση	sindesmosi
συνδέω	legare
συνδαιτυμόνας	ospite
συνδετήρας	clip
συνδετικό ρήμα	copula
συνδικάτο	sindacato
συνδρομή	abbonamento
συνδρομητής	abbonato
συνδυάζω	abbinare
συνδυασμός	combinazione
συνείδηση	consapevolezza
συνεδρίαση	seduta
συνειδητός	conscio
συνεισφέρω	contribuire
συνεισφορά	contribuzione
συνεκδοχή	sineddoche
συνεκτικός	coerente
συνεπίπεδος	complanare
συνεπικουρούμενος	aiutato
συνεργάζομαι	collaborare
συνεργάσιμος	cooperativo
συνεργάτης	collaboratore
συνεργασία	cooperazione
συνεργείο	officina
συνεργικός	sinergico
