α	t
σβούρα	snurra
σγουρός	lockigt
σε	i
σεΐχης	schejk
σεβασμός	respekt
σεζόν	säsong
σειρά	serie
σειρήνα	siren
σεισμικός	seismisk
σεισμός	jordbävning
σεκόγια	sekvoja
σελήνη	måne
σελήνιο	selen
σελίδα	sida
σεληνάκατος	månlandare
σεληνόφως	månljus
σελιδοδείκτης	bokmärke
σελιδοποίηση	layout
σελοφάν	cellofan
σεμεδάκι	tårtpapper
σεμινάριο	seminarium
σεμνότυφος	pryd
σενάριο	manus
σεναριογράφος	manusförfattare
σεντ	cent
σεντίνα	hålskepp
σεντόνι	lakan
σεξ	sex
σεξαπίλ	sex appeal
σεξισμός	sexism
σεξολογία	sexologi
σεξολόγος	sexolog
σεξουαλικά	sexuellt
σεξουαλικός	sex
σεξουαλικότητα	sexualitet
σερίνη	serin
σερίφης	sheriff
σερβικά	serbiska
σερβικός	serbisk
σερβιτόρα	servitris
σερβιτόρος	kypare
σερβοκροατικά	serbokroatiska
σερβοκροατικός	serbokroatiska
σεροτονίνη	serotonin
σερπεντίνης	serpentin
σερσένι	bålgeting
σερφάρω	surfa
σεσουάρ	hårfön
σετ	set
σηκώνομαι	gå upp
σηκώνω	snatta
σημάδι	tecken
σημαία	flagga
σημαίνω	betyda
σημαδεύω	sikta
σημαδούρα	boj
σημαιολογία	vexillologi
σημαιοφόρος	fanbärare
σημαντικός	betydelsefull
σημαντικότητα	betydelse
σημασία	betydelse
σημασιολογία	semantik
σημασιολογικός	betydelsemässig
σημείο	punkt
σημείο αναφοράς	referensram
σημείο δρόσου	daggpunkt
σημείο στίξης	skiljetecken
σημείωμα	brev
σημείωση	anteckning
σημειολογία	semiotik
σημειωματάριο	skrivbok
σημειώνω	anteckna
σημερινός	dag
σημύδα	björk
σηπτικός	septisk
σησαμέλαιο	sesamolja
σθένος	tapperhet
σιέστα	siesta
σιίτης	shiitisk
σιαγόνα	käk
σιαμαίος	siames
σιγά	sakta
σιγή	tystnad
σιγαστήρας	ljuddämpare
σιγοβράζω	sjuda
σιγοτραγουδώ	gnola
σιδέρωμα	strykning
σιδεράς	smed
σιδερένιος	järn-
σιδερώνω	stryka
σιδερώστρα	strykbräda
σιδηρογροθιά	knogjärn
σιδηροδρομικός	järnvägs-
σιδηροδρομικός σταθμός	järnvägsstation
σιδηρουργός	smed
σιδηρούν παραπέτασμα	järnridå
σιδηρόδρομος	järnväg
σικελικά	sicilianska
σικελικός	siciliansk
σιλουέτα	silhuett
σιλό	silo
σιμιγδάλι	mannagryn
σιμπόργκιο	seaborgium
σινεμά	biograf
σινολογία	sinologi
σινολόγος	sinolog
σιντριβάνι	fontän
σιρόπι	sirap
σιτάρ	sitar
σιτάρι	vete
σιταποθήκη	kornbod
σιτοβολώνας	kornbod
σιωνισμός	sionism
σιωπηρός	outtalad
σκάκι	schack
σκάλα	stege
σκάνδαλο	skandal
σκάνδιο	skandium
σκάφη	tråg
σκάφος	fartyg
σκάω	spräcka
σκέιτμπορντ	skateboard
σκέφτομαι	tänka
σκέψη	tanke
σκήπτρο	spira
σκίζω	sönder
σκίουρος	ekorre
σκίτσο	skiss
σκαθάρι	skalbagge
σκακιέρα	schackbräde
σκακιστής	schackspelare
σκαλίζω	rista
σκαλοπάτι	trappsteg
σκαλωσιά	byggnadsställning
σκαμνί	pall
σκανδάλη	avtryckare
σκανδαλώδης	skandalös
σκανδιναβικός	skandinavisk
σκαντζόχοιρος	igelkott
σκαπανέας	sappör
σκαρλατίνα	scharlakansfeber
σκαρπέλο	stämjärn
σκαρφαλώνω	klättra
σκατά	skit
σκατό	skit
σκελίδα	klyfta
σκελετός	benrangel
σκεπάρνι	däxel
σκεπτικισμός	skepticism
σκεπτικός	skeptiker
σκευοφυλάκιο	sakristia
σκηνή	tält
σκηνοθέτης	filmregissör
σκι	skida
σκιά	skugga
σκιάχτρο	fågelskrämma
σκιέρ	skidåkare
σκιαγραφώ	skissera
σκιερός	skuggig
σκλάβα	sexslav
σκλάβος	slav
σκλήθρα	al
σκληρός	hård
σκληρός δίσκος	hårddisk
σκνίπα	moskit
σκολίωση	skolios
σκονάκι	fusklapp
σκοπευτήριο	skjutbana
σκοπευτής	skytt
σκοπεύω	sikta
σκοπιά	vakttorn
σκοπός	mål
σκορβούτο	skörbjugg
σκορπίζω	skingra
σκορπιός	skorpion
σκοτάδι	mörker
σκοταδισμός	bildningsfientlighet
σκοτεινή ενέργεια	mörk energi
σκοτεινή ύλη	mörk materia
σκοτεινός	mörk
σκοτώνω	döda
σκουλήκι	mask
σκουλαρίκι	örhänge
σκουμπρί	makrill
σκουπίδι	sopor
σκουπίζω	sopa
σκουπιδοτενεκές	soptunna
σκουπόξυλο	kvastskaft
σκουριά	rost
σκουριάζω	rosta
σκουριασμένος	rostig
σκούπα	kvast
σκούτερ	skoter
σκραπ	skrot
σκυλάκι	lejongap
σκυλολόι	mobb
σκυρόδεμα	betong
σκυτάλη	stafettpinne
σκωληκοειδής απόφυση	appendix
σκωληκοειδίτιδα	blindtarmsinflammation
σκόνη	damm
σκόρδο	vitlök
σκύβω	bocka sig
σκύλα	hynda
σκύλος	hund
σλαβικός	slavisk
σλαβομακεδονικά	makedonska
σλιπ	kalsonger
σλοβακικά	slovakiska
σλοβενικά	slovenska
σλόγκαν	slagord
σμάρτφον	smarttelefon
σμέουρο	hallon
σμέρνα	muräna
σμήνος	svärm
σμαράγδι	smaragd
σμπάρος	skottvidd
σμόκιν	smoking
σμύρνα	myrra
σνίτσελ	schnitzel
σοβαρά	seriöst
σοβαρός	allvarlig
σοβαρότητα	allvarlig
σοβατεπί	golvlist
σοβιέτ	sovjet
σοβιετικός	sovjetisk
σοδειά	gröda
σοκινιανός	socinian
σοκολάτα	choklad
σοκολατένιος	choklad
σολοικισμός	solecism
σολομός	lax
σομαλικά	Somaliska
σονέτο	sonett
σοσιαλδημοκράτης	socialdemokrat
σοσιαλδημοκρατία	socialdemokrati
σοσιαλδημοκρατικός	socialdemokratisk
σοσιαλισμός	socialism
σοσιαλιστής	socialist
σοσιαλιστικός	socialistisk
σου	din
σουαβικός	schwabisk
σουαχίλι	swahili
σουγιάς	fickkniv
σουηδικά	svenska
σουηδικός	svensk
σουλατσάρω	flanera
σουλούπι	silhuett
σουλτάνος	sultan
σουμάκι	sumaksläktet
σουπίνο	supinum
σουπερμάρκετ	snabbköp
σουπιά	bläckfisk
σουπιέρα	soppskål
σουρβιά	rönn
σουρεαλιστικός	drömsk
σουρωτήρι	durkslag
σουρώνω	sila
σουσάφωνο	sousafon
σουσουράδα	ärla
σουτιέν	behå
σουφισμός	sufism
σοφάς	soffa
σοφέρ	chaufför
σοφία	visdom
σοφίτα	vind
σοφιστής	sofist
σοφός	klok
σοφός	klok
σούβλα	spett
σούμο	sumobrottning
σούνα	sunna
σούπα	soppa
σούρβο	rönnbär
σούσι	sushi
σπάγκος	snöre
σπάνια	sällan
σπάνιος	sällsynt
σπάτουλα	stekspade
σπάω	gå sönder
σπέρμα	sperma
σπέρνω	så
σπήλαιο	grotta
σπίθα	gnista
σπίνος	bofink
σπίρτο	tändsticka
σπίτι	hus
σπαγγέτι	spagetti
σπαθί	klöver
σπαθόσεγα	bajonettsåg
σπανάκι	spenat
σπανός	skägglös
σπαράγγι	sparris
σπασίκλας	plugghäst
σπασμένος	bruten
σπασμός	kramp
σπασουάρ	suspensoar
σπαταλώ	förslösa
σπείρα	spiral
σπερματοζωάριο	spermatozo
σπηλαιολογία	speleologi
σπηλιά	grotta
σπινθήρας	gnista
σπιρούνι	sporre
σπιρτόκουτο	tändsticksask
σπιτόφιδο	leopardsnok
σπλήνα	mjälte
σπονδή	dryckesoffer
σπονδυλική στήλη	ryggrad
σποραδικός	sporadisk
σπουδάζω	studera
σπουδαίος	betydelsefull
σπουδαιοφανής	pretentiös
σπουδαιότητα	betydelse
σπουργίτι	sparv
σπρώχνω	skjuta
σπυρί	finne
σπόνδυλος	kota
σπόριο	spor
σπόρος	frö
στάβλος	stall
στάδιο	stadion
στάζω	droppa
στάθμευση	parkering
στάθμη	nivå
στάθμη θάλασσας	havsnivå
στάση	resning
στάχτη	aska
στάχυ	ax
στέγη	tak
στέγνωμα	torkande
στέκι	mötesplats
στέκομαι	stå
στέλνω	sända
στέμμα	krona
στέπα	stäpp
στέρηση	berövande
στέρνο	bröstben
στέφω	kröna
στέψη	kröning
στήθος	bröst
στήλη	kolonn
στήμονας	ståndare
στήριγμα	stöd
στήριξη	stöd
στίβος	arena
στίγμα	märke
στίξη	skiljetecken
στίχος	vers
στα τέσσερα	på alla fyra
σταγόνα	droppe
σταδιακά	gradvis
σταδιακός	gradvis
σταζιέρ	praktikant
σταθερά	konstant
σταθερά	konstant
σταθερής υποδιαστολής	fixpunkt
σταθεροποιώ	stabilisera
σταθερός	konstant
σταθερότητα	stabilitet
σταθμός	station
σταλάζω	droppa
σταλία	liggetid
σταλαγμίτης	stalagmit
σταλακτίτης	stalaktit
στασιμοπληθωρισμός	stagflation
στασιμότητα	stagnation
στατιστική	statistik
σταυροδρόμι	korsning
σταυροφορία	korståg
σταυροφόρος	korsriddare
σταυρόλεξο	korsord
σταυρόνημα	streckplatta
σταυρός	kors
σταυρώνω	korsfästa
σταφίδα	russin
σταφυλή	gomspene
σταφυλικός	uvulär
σταφύλι	vindruva
σταχτοδοχείο	askkopp
σταύρωση	korsfästelse
στείρος	ofruktbar
στεατίτης	täljsten
στεγανός	vattentät
στεγνός	torrlagd
στεγνώνω	torka
στειλιάρι	stång
στειρώνω	sterilisera
στενογραφία	stenografi
στενός	smal
στερέωμα	firmament
στερεό	fast form
στερεός	fast
στερεότυπο	stereotyp
στεριά	fastland
στεροειδές	steroid
στεφάνι	krans
στηθοσκόπιο	stetoskop
στηρίζω	stödja
στιβαδόρος	stuvare
στιγμή	ögonblick
στιγματίζω	brännmärka
στιγμιαίος καφές	snabbkaffe
στιγμιότυπο	skärmbild
στιλέτο	stilett
στιλιστικός	stilistisk
στιλό	penna
στιπλ	hinderlöpning
στιχοπλόκος	versmakare
στοά	arkad
στοίβα	stack
στοίχημα	vad
στοίχιση	justering
στοιβάζω	stapla
στοιχείο	element
στοιχειομετρία	stökiometri
στοιχειωμένος	hemsökt
στοιχειώδης	elementär
στοιχειώνω	anfäkta
στοιχηματίζω	slå vad
στολή	uniform
στομάχι	mage
στοματικός έρωτας	oralsex
στομαχόπονος	magknip
στοπ	stopp
στοπ	stoppskylt
στοργικός	öm
στουπί	blånor
στοχαστικός	stokastisk
στοχεύω	sikta
στράτα	gåstol
στράτευμα	armé
στρέφω	vrida
στρίβω	gira
στρίφωμα	fåll
στραβισμός	skelning
στραβολαίμης	göktyta
στραγγίζω	sila
στραγγαλίζω	strypa
στρατάρχης	fältmarskalk
στρατήγημα	krigslist
στρατηγείο	högkvarter
στρατηγική	strategi
στρατηγικός	strategisk
στρατηγός	general
στρατιωτάκι	leksakssoldat
στρατιωτικοποίηση	militarisering
στρατιωτικός	militär
στρατιώτης	soldat
στρατοδικείο	krigsdomstol
στρατολογώ	rekrytera
στρατολόγηση	utskrivning
στρατονόμος	militärpolis
στρατόπεδο	förläggning
στρατός	armé
στρατόσφαιρα	stratosfär
στρατώνας	kasern
στρείδι	ostron
στρεπτόκοκκος	streptokock
στρες	stress
στριμώχνω	klämma
στριπτίζ	striptease
στριφογυρίζω	slingra
στροβιλίζομαι	virvla
στρογγυλεύω	avrunda
στρογγυλός	rund
στρουθοκάμηλος	struts
στρουκτουραλισμός	strukturalism
στροφή	strof
στροφαλοφόρος άξονας	vevaxel
στρούντελ	strudel
στρυχνίνη	stryknin
στρόντιο	strontium
στρόφαλος	vev
στρώμα	madrass
στυλίτης	pelarhelgon
στυπτηρία	alun
στυφός	bitter
στωικός	stoisk
στόλος	flotta
στόμα	mun
στόμιο	mynning
στόχος	mål
στύση	erektion
στύψη	alun
συγγένεια	släkt
συγγενής	kongenital
συγγενικός	släkt
συγγνώμη	ursäkt
συγγράφω	författa
συγγραφέας	författare
συγκάτοικος	inneboende
συγκέντρωση	koncentration
συγκίνηση	oro
συγκατάθεση	samtycke
συγκατατίθεμαι	samtycka
συγκεκριμένος	konkret
συγκεντρώνω	koncentrera
συγκεχυμένος	oordnad
συγκινησιακός	känslomässig
συγκινητικός	rörande
συγκινώ	röra
συγκλίνω	konvergera
συγκλίνων	konvergent
συγκολλητής	svetsare
συγκομιδή	skörd
συγκοπή	synkop
συγκρίνω	jämföra
συγκρίσιμος	jämförbar
συγκρητισμός	synkretism
συγκριτικός	jämförande
συγκρούομαι	kollidera
συγκρότημα	grupp
συγχέω	förväxla
συγχαίρω	gratulera
συγχαρητήρια	grattis
συγχορδία	ackord
συγχρονίζω	synkronisera
συγχωροχάρτι	avlatsbrev
συγχωρώ	förlåta
συγχύζω	blanda
συγχώνευση	fusion
συγχώρεση	förlåtelse
συζήτηση	diskussion
συζητώ	diskutera
συζυγία	böjning
συζυγικός	äktenskaplig
συκιά	fikonträd
συκοφαντία	förtal
συκοφαντώ	baktala
συκώτι	lever
συλλέκτης	samlare
συλλαβή	stavelse
συλλαβίζω	stava
συλλαβικός	stavelse-
συλλαμβάνω	arrestera
συλλογή	samling
συλλογισμός	syllogism
συμβιβασμός	dagtinga
συμβολή	bidrag
συμβολίζω	symbolisera
