έξ	ex
πιεστήριο	presse
πιεστικός	contraignant
πιεσόμετρο	sphygmomanomètre
πιθάρι	jarre
πιθανολογώ	spéculer
πιθανοτικός	probabiliste
πιθανόν	probablement
πιθανός	probable
πιθανότητα	probabilité
πικάντικος	piquant
πικάπ	platine
πικνίκ	pique-nique
πικο-	pico-
πικρά	amèrement
πικρίλα	amer
πικραίνω	aigrir
πικραλίδα	pissenlit
πικραμένος	aigri
πικραμυγδαλόλαδο	huile d'amende amère
πικραμύγδαλο	amande
πικροδάφνη	laurier-rose
πικρός	amer
πικρόχολος	acerbe
πικόμετρο	picomètre
πιλάτεμα	tracas
πιλάφι	pilaf
πιλατεύω	agacer
πιλοτάρισμα	pilotage
πιλοτάρω	piloter
πιλοτή	pilotis
πιλοτικός	pilote
πιλότος	pilote
πινάκλ	pinochle
πινέλο	pinceau
πινακοθήκη	galerie d'art
πινακωτή	pétrin
πινγκ πονγκ	tennis de table
πινδαρικός	pindarique
πινελιά	coup
πιο	plus
πιονιέρος	pionnier
πιπέρι	poivre
πιπέτα	pipette
πιπί	pipi
πιπίλα	tétine
πιπεράτος	caustique
πιπεριά	poivron
πιπερόριζα	gingembre
πιπερώνω	poivrer
πιπιλίζω	seriner
πιράνχας	piranha
πιρούνι	fourchette
πιρόγα	pirogue
πισίνα	piscine
πισινός	derrière
πισσάσφαλτος	goudron
πιστά	fidèlement
πιστευτός	croyable
πιστεύω	croire
πιστοποίηση	certification
πιστοποιητικό	certificat
πιστοποιώ	certifier
πιστωτής	créancier
πιστωτική κάρτα	carte de crédit
πιστωτικός	crédit
πιστόλι	pistolet
πιστόνι	piston
πιστός	fidèle
πιστός	croyant
πιστότερος	plus fidèle
πιστότητα	fidélité
πισωγύρισμα	arrière
πισωκολλητό	levrette
πισωπεταλιά	rétropédalage
πιτζάμα	pyjama
πιτσίλισμα	éclaboussure
πιτσαδόρος	pizzaïolo
πιτσαρία	pizzeria
πιτσιλίζω	éclabousser
πιτσιλιά	moucheture
πιτσιρίκος	bambin
πιτσουνάκι	pigeonneau
πιτσουνάκια	tourtereaux
πιτσούνι	pigeonneau
πιτυρίδα	pellicule
πιόνι	pion
πλάγιος	oblique
πλάθω	créer
πλάι	côté
πλάκα	dalle
πλάνη	tromperie
πλάση	création
πλάσμα	plasma
πλάστιγγα	balance
πλάτανος	platane
πλάτη	dos
πλάτος	largeur
πλέγμα	réseau
πλέκτρια	tricoteuse
πλέκω	tricoter
πλένω	laver
πλέξιμο	tricot
πλέω	naviguer
πλήθος	nombre
πλήκτρο	touche
πλήμνη	concentrateur
πλήξη	ennui
πλήρης	complet
πλήρης κυριότητα	pleine propriété
πλήρωμα	équipage
πλήρωμα του χρόνου	c'est le moment de
πλήρως	entièrement
πλήρωση	remplissage
πλήττω	s'ennuyer
πλίθα	pisé
πλίνθος	adobe
πλαίσιο	cadre
πλαγιά	flanc
πλαγιάζω	aliter
πλαγκτόν	plancton
πλαδαρός	flasque
πλαζ	plage
πλαισιώνω	encadrer
πλακάκι	carreau
πλακάτ	pancarte
πλακέτα	plaquette
πλακίδιο	tablette
πλακούντας	placenta
πλακώνω	recouvrir
πλανήτης	planète
πλανεύω	charmer
πλανητάριο	planétarium
πλανητικός	planétaire
πλανητοσκόπιο	planétaire
πλανιέμαι	errer
πλανόδιος	ambulant
πλασάρω	placer
πλασέ	placé
πλασιέ	courtier
πλασμένος	fait
πλασματικά	facticement
πλασματικός	fictif
πλαστελίνη	pâte à modeler
πλαστικές τέχνες	arts plastiques
πλαστικοποιώ	plastifier
πλαστικό	plastique
πλαστικός	plastique
πλαστικότητα	plasticité
πλαστογράφηση	falsification
πλαστογράφος	falsificateur
πλαστογραφία	falsification
πλαστογραφημένος	falsifié
πλαστογραφώ	falsifier
πλαστός	contrefait
πλατάνι	platane
πλαταίνω	élargir
πλατεία	place
πλατινέ	platiné
πλατσουρίζω	barboter
πλατφόρμα	plateforme
πλατωνικός	platonique
πλατωνισμός	platonisme
πλατό	plateau
πλατύς	large
πλατύσκαλο	palier
πλαφονιέρα	plafonnier
πλαφόν	plafond
πλαϊνός	de côté
πλειάδα	pléiade
πλειοδοσία	surenchère
πλειοδοτικός	mieux disant
πλειοδοτώ	enchérir
πλειοδότης	plus offrant
πλειονότητα	majorité
πλειοψηφία	majorité
πλειοψηφικά	majoritairement
πλειοψηφικός	majoritaire
πλειστηριασμός	vente aux enchères
πλεκτό	tricot
πλεξιγκλάς	plexiglas
πλεξούδα	tresse
πλεονάζω	excédent
πλεονάζων	excédentaire
πλεονέκτημα	avantage
πλεονέκτης	cupide
πλεονασματικός	excédentaire
πλεονασμός	pléonasme
πλεοναστικός	pléonastique
πλεονεκτικός	avantageux
πλεονεκτώ	avantagé
πλεονεξία	cupidité
πλεούμενο	embarcation
πλερέζα	mantille
πλευρά	côté
πλευρικός	latéral
πλευρονήκτης	carrelet
πλευροπνευμονία	pleuropneumonie
πλευρό	côte
πλευστότητα	navigabilité
πλεόνασμα	surplus
πληγή	plaie
πληγείς	sinistré
πληγιάζω	blesser
πληγωμένος	blessé
πληγώνω	blesser
πληθαίνω	augmenter
πληθυντικός	pluriel
πληθυσμιακός	démographique
πληθυσμός	population
πληθωρικός	pléthorique
πληθωρισμός	inflation
πληθωριστικός	inflationniste
πληθύνω	augmenter
πληθώρα	pléthore
πληκτικός	ennuyeux
πληκτρολογώ	taper
πληκτρολόγιο	clavier
πλημμέλημα	délit
πλημμυρίδα	flux
πλημμυρίζω	inonder
πλημμύρα	inondation
πληρεξουσιότητα	procuration
πληρεξούσιος	plénipotentiaire
πληροφορία	information
πληροφορημένος	informé
πληροφορική	informatique
πληροφοριοδότης	informateur
πληροφοριοδότρια	informatrice
πληροφορούμαι	s'informer
πληροφορώ	informer
πληροφόρηση	PI
πληρωμή	paiement
πληρωτέος	payable
πληρότητα	complet
πληρώ	remplir
πληρώνω	payer
πλησίον	prochain
πλησιάζω	approcher
πλησιέστερος	plus proche
πλησιόσαυρος	plésiosaure
πλιάτσικο	pillage
πλιατσικολογώ	piller
πλιατσικολόγος	pillard
πλινθόκτιστος	briques
πλισέ	plissé
πλοήγηση	navigation
πλοίαρχος	capitaine
πλοίο	bateau
πλοηγώ	piloter
πλοιοκτήτης	bateau
πλοκάμι	tentacule
πλοκή	intrigue
πλουμί	plumetis
πλουμιστός	chamarré
πλουραλισμός	pluralisme
πλουραλιστικός	pluraliste
πλουσιοπάροχα	copieusement
πλουσιοπάροχος	copieux
πλουτίζω	enrichir
πλουταίνω	enrichir
πλουτισμός	enrichissement
πλουτοπαραγωγικός	producteur
πλουτώνιο	plutonium
πλούσιος	riche
πλούτος	richesse
πλυντήριο	laverie
πλυντήριο πιάτων	lave-vaisselle
πλυντήριο ρούχων	lave-linge
πλυσταριό	buanderie
πλωτός	flottant
πλύντρια	laveuse
πλύση	lavage
πλύση εγκεφάλου	lavage de cerveau
πλύσιμο	lavage
πλώρη	proue
πνέω τα λοίσθια	dernier
πνίγω	noyer
πνευματικός	pneumatique
πνευματικός	confesseur
πνευματικότητα	spiritualité
πνευματισμός	spiritisme
πνευματοθεραπεία	pneumatothérapie
πνευματοκρατία	spiritualisme
πνευματώδης	esprit
πνευμοθώρακας	pneumothorax
πνευμονία	pneumonie
πνευμονικός	pulmonaire
πνευμονο-	pneumo-
πνευμονογαστρικό νεύρο	nerf pneumogastrique
πνευμονογαστρικός	pneumogastrique
πνευμονολόγος	pneumologue
πνευμονοπλευρίτιδα	pneumopleurésie
πνευμονόκοκκος	pneumocoque
πνευστό	instrument à vent
πνευστός	vent
πνεύμα	esprit
πνεύμονας	poumon
πνιγηρός	étouffant
πνιγμός	noyade
πνοή	haleine
ποίημα	poème
ποίηση	poésie
ποίμνιο	ouailles
πογκρόμ	pogrom
ποδάρι	jambe
ποδήλατο	bicyclette
ποδίσκος	pédoncule
ποδανά	verlan
ποδαρίλα	odeur
ποδαρόδρομος	marche
ποδηλάτης	cycliste
ποδηλάτισσα	cycliste
ποδηλασία	cyclisme
ποδηλατίστρια	cycliste
ποδηλατικός	cycliste
ποδηλατιστής	cycliste
ποδηλατοδρόμιο	vélodrome
ποδηλατοδρόμος	cycliste
ποδηλατόδρομος	route cycliste
ποδιά	tablier
ποδοκομία	pédicure
ποδοπάτημα	piétinement
ποδοπατώ	piétiner
ποδοσφαιρίστρια	footballeuse
ποδοσφαιρικός	de football
ποδοσφαιριστής	footballeur
ποδόπληκτρο	pédale
ποδόσφαιρο	football
ποετάστρος	poétereau
ποζάρισμα	pose
ποζάρω	poser
ποζιτρόνιο	positon
ποθητός	désirable
ποθώ	désirer
ποιήτρια	poète
ποιητάκος	poétereau
ποιητής	poète
ποιητικός	poétique
ποικίλλω	varier
ποικίλος	varié
ποικιλία	variété
ποικιλοτρόπως	diversement
ποικιλότητα	diversité
ποιμένας	berger
ποινή	punition
ποινικολόγος	criminologue
ποινικός	pénal
ποιος	qui
ποιοτικά	qualitativement
ποιοτικός	qualité
ποιότητα	qualité
πολέμαρχος	polémarque
πολέμιος	opposant
πολίτευμα	régime
πολίτης	citoyen
πολίτις	citoyen
πολίχνη	bourg
πολεμίστρα	embrasure
πολεμίστρια	guerrière
πολεμική τέχνη	art martial
πολεμικός	militaire
πολεμιστής	guerrier
πολεμοφόδια	munitions
πολεμοχαρής	belliqueux
πολεμώ	combattre
πολεοδομία	urbanisme
πολεοδομικός	urbanistique
πολεοδομώ	urbaniser
πολεοδόμος	urbaniste
πολική αρκούδα	ours polaire
πολικός	polaire
πολιομυελίτιδα	poliomyelite
πολιομυελιτικός	poliomyélitique
πολιορκία	siège
πολιορκώ	assiéger
πολιούχος	patron
πολιτεία	état
πολιτευόμενος	candidat
πολιτεύομαι	faire
πολιτικά	politiquement
πολιτική	politique
πολιτική αεροπορία	aviation civile
πολιτικολογώ	parler de politique
πολιτικοποίηση	politisation
