crazia	κρατία
splendente	αστραφτερός
splendere	λάμπω
splendida	έξυπνος
splendido	έξυπνος
splendore	εξυπνάδα
spocchioso	ακατάδεκτος
spoglia	γραμματολογία
spogliare	γδύνω
spogliarello	στριπτίζ
spogliatoio	αποδυτήριο
spoglio	άθλιος
spoglio	διάβασμα
spoiler	αεροτομή
spola	αστυφύλακας
spoliazione	υπεξαίρεση
spolverare	ξεσκονίζω
spolvero	ξεσκονίζω
sponda	πλευρό
sponsorizzare	ανάδοχος
spontaneità	αυθορμητισμός
spontaneo	ενστικτώδης
sponte	εθελοντικά
spora	σπόριο
sporadico	απομονωμένος
sporgente	λιμενοβραχίονας
sporgere	ψηλολέλεκας
sport	αθλητισμός
sporta	όσχεο
sportello	διακλάδωση
sportiva	αθλητής
sportivo	αθλητής
sportivo	αθλητής
sposa	γυναίκα
sposalizio	γάμος
sposare	παντρεύω
sposarsi	παντρεύομαι
sposato	παντρεμένος
sposo	γαμπρός
spossatezza	εξαντλούμαι
spossato	αδύνατος
spostamento	κίνημα
spostare	αναβάλλω
spostarsi	μετεπιβιβάζομαι
spot	βούλα
spranga	δικηγόροι
spratto	παπαλίνα
spread	άλειμμα
spregiativo	εξευτελιστικός
spregiudicatezza	αγένεια
spregiudicato	αδίστακτος
spremere	στριμώχνω
spremuta	φρουτοχυμός
sprezzante	ακατάδεκτος
sprezzo	καταφρόνηση
sprigionare	απελευθέρωση
sprigionarsi	τίτλος
sprint	σπριντ
spronare	σπιρούνι
sprone	σπιρούνι
sproporzionato	υπέρμετρος
spropositato	υπέρμετρος
sprovveduto	απαράσκευος
sprovveduto	γδαρμένος
spruzzare	ρίχνω
spudoratezza	αδιαντροπιά
spudorato	ξεδιάντροπος
spuma	αφρός
spumare	ξαφρίζω
spumeggiante	αναβράζων
spunta	ανακόπτω
spuntato	αμβλύς
spuntino	κολατσιό
spunto	κιου
spurio	κίβδηλος
sputare	φτύνω
sputo	ροχάλα
squadra	ομάδα
squallido	άθλιος
squalo	καρχαρίας
squama	λέπι
squartare	δεκάλεπτο
squattrinato	άπορος
squillante	έξυπνος
squisito	εύγευστος
squittio	στριγκλιά
sradicare	ξεριζώνω
sregolato	έκλυτος
stabbio	ανοίγω
stabile	αμετατόπιστος
stabile	ειδικευόμενος γιατρός
stabilimento	θεσμός
stabilire	διοργανώνω
stabilirsi	εντοπίζω
stabilito	κλίκα
stabilito	τακτός
stabilità	σταθερότητα
stabilizzare	σταθεροποιώ
stabilizzazione	σταθεροποίηση
stabilmente	μονίμως
stabulario	λίβρα
stacanovismo	σταχανοβισμός
staccare	ξεκολλώ
staccato	στακάτο
staccionata	ξιφομαχώ
stacco	απόσταση
stadio	στάδιο
staffa	αναβολέας
stagionare	γηρατειά
stagionato	καρυκεύματα
stagione	εποχή
stagista	μαθητευόμενος
stagnante	χιόνια
stagno	κασσίτερος
stagno	λιμνούλα
stalagmite	σταλαγμίτης
stalattite	σταλακτίτης
stalinismo	δικτατορία
stalinista	δικτάτορας
stalla	απαλλάσσομαι
stallatico	κοπριά
stalliere	ιπποκόμος
stallo	αδιέξοδο
stallo	αδιέξοδο
stallone	επιβήτορας
stamane	σήμερα το πρωί
stamattina	σήμερα το πρωί
stambecco	αίγαγρος
stame	στήμονας
staminale	θέμα
stampa	πρέσα
stampare	εντυπωσιάζω
stampato	εγκύκλιος
stampato	ύφος
stampatore	τυπογράφος
stampella	δεκανίκι
stampo	δημιουργώ
stanca	κουρασμένος
stancante	ανιαρός
stanchezza	κούραση
stanco	κουρασμένος
stanga	βάλανος
stantio	μπαγιάτικος
stantuffo	πιστόνι
stanza	δωμάτιο
stappare	ανοίγω
star	αστέρας
stare	είμαι
starnutare	πτέρνισμα
starnutire	φταρνίζομαι
starnuto	φτάρνισμα
stasera	απόψε
statale	δηλώνω
statico	κλίκα
statistica	υπολογισμός
statistico	στατιστικός
stato	καθεστώς
statua	άγαλμα
statuale	κοινο-
statura	μέγεθος
statuto	σύνταγμα
stazionaria	χιόνια
stazionarie	χιόνια
stazionario	χιόνια
stazione	στάθμευση
stazione radio	ραδιοσταθμός
stecca	μπαστούνι
steccato	ξιφομαχώ
stecchino	οδοντογλυφίδα
stecco	βέργα
stechiometria	ςτοιχειομετρία
stele	στήλη
stella	άστρο
stella del mattino	Εωσφόρος
stellare	αστρικός
stellato	έναστρος
stelletta	αστερίσκος
stelo	κοτσάνι
stemma	εθνόσημο
stendardo	σημαία
stendere	άλειμμα
stenodattilografo	στενογράφος
stenografo	στενογράφος
stentata	στενεύω
stentato	στενεύω
stentoreo	στεντόρειος
steradiante	στερακτίνιο
sterco	κόπρος
stercorario	κοπρίζω
stereotipo	στερεότυπο
stereotipo	στερεότυπο
sterile	στείρος
sterilità	στειρότητα
sterilizzare	στειρώνω
sterlina	λίρα
sterminare	εξολοθρεύω
sterminato	ατέλειωτος
sterna	στέρνα
steroide	στεροειδές
sterzare	απογίνομαι
stesso	όμοιος
stetoscopio	στηθοσκόπιο
stile	ρυθμός
stilettata	μαχαιρώνω
stilografica	γραφίδα
stima	εκτίμηση
stimare	εκτιμώ
stimarsi	θεωρώ
stimato	σεβαστός
stimolare	διεγείρω
stimolo	κίνητρο
stinco	κνήμη
stipare	αγέλη
stipato	φίσκα
stipendio	μισθός
stipite	κάσα
stipo	ερμάριο
stipsi	δυσκοιλιότητα
stipulare	καθορίζω
stiramento	ήθηση
stirare	σιδερώνω
stirarsi	ψηλολέλεκας
stirata	σιδέρωμα
stiro	σιδέρωμα
stirpe	γενεαλογία
stitichezza	απληστία
stivale	μπότα
stizza	εκνευρισμός
stizzito	κακότροπος
stocastico	στοχαστικός
stoccafisso	σανίδα
stoccaggio	αποθηκεύω
stoffa	καίριος
stoicismo	στωικισμός
stoico	στωικός
stolido	ανόητος
stolido	γκολ
stoltezza	βλακεία
stolto	ανόητος
stomachevole	αηδιαστικός
stomaco	στομάχι
stonato	νεκρός
stoppa	ρυμουλκό
stoppare	παύω
stoppia	καλαμιά
storcere	στρίβω
stordire	ζαλίζω
stordito	αδιάφορος
storia	ιστορία
storia dell'arte	ιστορία της τέχνης
storico	ιστορικός
storiografia	ιστοριογραφία
storiografo	ιστοριογράφος
storione	οξύρρυγχος
stormo	κοπάδι
stornello	ψαρόνι
storno	ψαρόνι
storno	ακύρωση
storto	αδίκημα
strabiliante	εκπληκτικός
strabismo	στραβισμός
straccione	κουρελής
strada	διαδρομή
strafottente	αυθάδης
strage	καταστροφή
stralciare	υπολογίζω
stralcio	υπολογίζω
stramazzare	πτώση
strambo	άλογος
strampalato	άγριος
stranezza	εκκεντρικότητα
strangolare	στραγγαλίζω
straniamento	αποξένωση
straniero	αλλοδαπός
strano	αλλόκοτος
straordinariamente	εξαιρέτως
strappo	δακρύζω
straripamento	ξεχείλισμα
straripare	πλημμυρίζω
stratagemma	στρατήγημα
strategico	στρατηγικός
stratigrafia	στρωματογραφία
strato	διάστρωση
stratosfera	στρατόσφαιρα
strattonare	οπισθέλκουσα
stravagante	άλογος
stravaganti	αλλόκοτος
stravaganza	υπερβολή
stravolto	λοξός
strazio	βασανιστήρια
strega	μάγισσα
stregato	αγκιστροειδής
stregoneria	μαγεία
stremato	εξαντλημένος
stremo	άκρος
strenuamente	ανδρείως
strenuo	γενναίος
strepitare	πλακώνω
strepitoso	βοή
streptococco	στρεπτόκοκκος
stretta	καταβροχθίζω
stretto	πορθμός
striare	γαλόνι
stricnina	στρυχνίνη
stridere	στρίγκλισμα
strigliata	αποπαίρνω
strillare	κραυγάζω
striminzito	καημένος
stringa	δαντέλα
stringatezza	λακωνικότητα
stringato	αναφέρω
stringere	σφίγγω
striscia	γλίστρημα
strisciare	έρπω
strizza	τρομάζω
strobilo	κουκουνάρι
strofa	στροφή
strolaga	παλαβός
strombazzare	κορνάρω
stronzata	πούτσες
stronzio	στρόντιο
stronzo	ιδιώτης
stronzo	μουνί
strozzare	στενεύω
strozzino	καρχαρίας
strudel	στρούντελ
struggimento	λαχτάρα
strumentale	οργανικός
strumentista	μουσικός
strumento	όργανο
strumento musicale	μουσικό όργανο
strusciare	βούρτσισμα
strusciata	τρίβω
struttura	δομή
strutturale	δομικός
strutturalismo	δομισμός
strutturato	δομημένος
struzzo	στρουθοκάμηλος
stucchevole	γόμωση
studente	γοιτητής
studiare	μελετώ
studiato	αφύσικος
studio	διάβασμα
studiosa	μελετηρός
studiose	μελετηρός
studiosi	μελετηρός
studioso	πλατωνικός
studioso	μελετηρός
stufa	θερμάστρα
stufato	βραστό
stunt-man	κασκαντέρ
stuntman	κασκαντέρ
stuolo	ζώνη
stupefacente	απίστευτος
stupefacente	ναρκωτικό
stupendo	μεγαλοπρεπής
stupidaggine	χαζομάρα
stupide	ανόητος
stupidità	βλακεία
stupido	χαζός
stupire	εκπλήσσω
stupirsi	θαυμάζω
stupore	αιφνίδιος
stuprare	βιάζω
stupro	βιασμός
stura	ευκαιρία
stuzzicadenti	οδοντογλυφίδα
stuzzicante	δελεαστικός
stuzzichino	κολατσιό
su	πάνω
su	γύρω
sua	δικά
suadente	πειστικός
sub	δύτης
subalterno	δευτερεύων
subatomico	υποατομικός
subcontinente	υποήπειρος
subisso	αποτυχία
subito	αμέσως
sublimare	αβάντζο
sublimazione	εξάχνωση
sublime	επιβλητικός
subliminale	παρασυνειδησιακός
subodorare	μυρίζω
subordinazione	εθισμός
substrato	υπόστρωμα
suburbano	προαστιακός
succedaneo	αλλάζω
succedere	γίνομαι
successivamente	ακολούθως
successivo	μεταγενέστερος
successo	αποδοχή
succhiare	γουλιά
succinto	αναφέρω
succo	χυμός
succube	σούκουμπους
succursale	υποκατάστημα
sud	νότος
sud-est	νοτιοανατολικά
sudanese	Σουδάν
sudata	ζεστός
sudato	ιδρωμένος
sudditanza	υπηκοότητα
suddividersi	πέφτω
suddivisione	διαίρεση
sudicio	ακαθαρσία
sudicio	βρόμικος
sudore	ιδρώτας
sudorientale	νοτιοανατολικός
sufficiente	αρκετός
sufficiente	αρκετά
sufficientemente	επαρκώς
suffisso	επίθημα
suffragare	ενισχύω
suffragio	δικαίωμα ψήφου
suggello	βούλα
suggerire	συνιστώ
suggestione	γοητεύω
suggestivo	αποτελεσματικός
sughero	φελλός
sugo	χυμός
sugoso	χυμώδης
suicidarsi	αυτοκτονώ
suicidio	αυτοκτονία
sultano	σουλτάνος
sumere	σουμερικός
sumero	σουμεριακή γλώσσα
sumero	σουμεριακή γλώσσα
sumo	σούμο
suo	εσείς
suocero	πεθερός
suola	επιφάνεια
suolo	έδαφος
suonare	ακροώμαι
suono	ήχος
suora	αδελφή
super	υπέρ
superare	γινόμενο
superato	απαρχαιωμένος
superattico	ρετιρέ
superbo	ακατάδεκτος
supercontinente	υπερήπειρος
supercriminale	υπερεχθρός
supereroe	υπερήρωας
superficiale	αβαθής
superficialità	κουφότητα
superficialmente	ακροθιγώς
superficie	επιφάνεια
superfluo	παραπανήσιος
superiore	πάνω
superiore	ανώτερος
superiorità	ανωτερότητα
superlativo	υπερθετικός
superlativo assoluto	απόλυτο
superlativo relativo	σχετικό υπερθετικό
supermarket	σουπερμάρκετ
supermercato	υπεραγορά
supernova	υπερκαινοφανής
superpotenza	υπερδύναμη
superpotere	υπερδύναμη
supersonico	υπερηχητικός
superstiti	επιβιωθητής
superstizione	δεισιδαιμονία
suppergiù	περίπου
supplementare	επιπλέον
supplica	αιτούμαι
supplicare	ικετεύω
supplire	αλλάζω
supplizio	βασανιστήρια
supponenza	ακαταδεξιά
supporre	υποθέτω
supporto	βοηθός
supposizione	υπόθεση
supposta	υπόθετο
supremazia	κυριαρχία
supremo	ανώτατος
sura	σουράτ
surfing	κυματοδρομία
surgelamento	πήξη
surplus	παραπανήσιος
surreale	ονειρικός
surrealismo	υπερρεαλισμός
surrealistico	σουρεαλιστικός
surrogato	αλλάζω
suscettibile	ενδεχόμενος
suscettibilità	ευαισθησία
susina	δαμάσκηνο
sussidiario	ανταλλακτικός
sussidio	επίδομα
sussiego	ακαταδεξιά
sussistenza	διατροφή
sussulto	θημωνιά
sussurrare	ψιθυρίζω
sussurro	μουρμούρισμα
svago	αναψυχή
svaligiatore	διαρρήκτης
svanire	εξαφανίζομαι
svantaggio	μειονέκτημα
svapare	ατμίζω
svasso	βουτηχτάρα
svastica	σβάστικα
svedese	Σουηδέζος
svedese	σουηδικά
sveglia	ξυπνητήρι
svegliarsi	αφυπνίζω
sveglio	ξύπνιος
svelare	ανακαλύπτω
sveltamente	βαθύς
sveltina	ξεπέτα
svelto	γρήγορος
svenevole	σαχλός
svenimento	λιποθυμία
svenire	λιποθυμώ
sventura	δυστυχία
sverginare	διακορεύω
svergognato	ξεδιάντροπος
svergolare	στρίβω
svernare	χειμώνας
svestire	γδύνω
svestizione	γδύνω
svezzamento	απογαλακτισμός
svezzare	απογαλακτίζω
sviare	αποσπώ
svilire	εξευτελίζω
sviluppare	αναπτύσσω
svilupparsi	αρχίζω
sviluppato	δυνατός
sviluppo	ανάπτυξη
svincolo	ένωση
sviolinare	κολακεύω
sviscerato	φλογερός
